member_name,sitting_date,parliamentary_period,parliamentary_session,parliamentary_sitting,political_party,government,member_region,roles,member_gender,speech
κεφαλα ηλια γεωργια (τζωρτζια),17/07/2026,period 20,session 3,sitting 164,πλευση ελευθεριας - ζωη κωνσταντοπουλου,['μητσοτακη κυριακου(26/06/2023-19/07/2026)'],β2' δυτικου τομεα αθηνων,['βουλευτης'],female," Ευχαριστώ, κύριε Πρόεδρε.Να πούμε πρώτα τα αυτονόητα, μιας και ξεκινήσατε από αυτά, κύριε Καραγκούνη, ότι φυσικά δεν πρωτοπορεί η Κυβέρνηση στη θερμική, όπως λέτε, αντιμετώπιση για τους εργαζόμενους, διότι τώρα έχουμε κλιματική κρίση, φυσικά τώρα πρέπει να πάρουμε κάποια μέτρα. Αυτό το πράγμα εννοείται, είναι αυτονόητο, αλλά λέτε πολλά αυτονόητα ως πρωτοπορίες.Να συνεχίσω όμως και να πω ότι αυτά τα οποία λέτε ότι κάνετε, τα κάνετε από το 2022 και έχετε κάνει αυτούς τους ανθρώπους μπαλάκι, το συνηθισμένο μπαλάκι της ευθύνης το οποίο πηγαίνει από το Υπουργείο Μεταφορών στο Υπουργείο Εργασίας. Άκρη δεν έχουν βγάλει εδώ και τέσσερα χρόνια. Μιλάμε τώρα για ανθρώπους -για να σας δώσουμε κάποια στοιχεία- στους οποίους στηρίζεται τουλάχιστον το 0,1% του ΑΕΠ της χώρας. Τι σημαίνει αυτό; Η εστίαση είναι στα 9 δισ., τα σουπερμάρκετ είναι στα 100 δισ. και οι άνθρωποι αυτοί, αυτή τη στιγμή, βγάζουν 220 εκατομμύρια ευρώ σαν τζίρο στη χώρα μας και εξακολουθούν να δουλεύουν με αυτές τις απαράδεκτες συνθήκες ως αόρατοι. Γιατί συμβαίνει αυτό; Γιατί υπάρχουν συνέχεια κυβερνητικοί ανασχηματισμοί, συνέχεια φεύγουν άνθρωποι από τις καρέκλες τους, με αποτέλεσμα να μη συνεχίζονται οι πολιτικές τους, αλλά βέβαια και επειδή δεν θέλετε να δυσαρεστήσετε τις πλατφόρμες και τα μεγάλα συμφέροντα -το ξέρουμε και αυτό. Πρέπει όμως να τους δείτε τους ανθρώπους, γιατί μιλάμε για έναν οικονομικό στραγγαλισμό που έχει να κάνει με το σωματείο της Θεσσαλονίκης, να πούμε για παράδειγμα, που σας ζητά το αυτονόητο. Ποιο είναι το αυτονόητο; Να σταματήσει η φορολογική αδικία. Πόσο δύσκολο είναι να το κάνετε αυτό; Απαιτείται τροποποίηση του κώδικα, ώστε να παρέχεται δικαίωμα έκπτωσης του φόρου για την αγορά μοτοσυκλετών, καυσίμων, συντήρησης, όταν αυτά χρησιμοποιούνται αποδεδειγμένα για τη διανομή προϊόντων. Οι άνθρωποι αυτοί δεν έχουν ΚΑΔ, κύριε Υπουργέ και έχουμε μία υπόσχεση του Γραμματέα κ. Μηλαπίδη, ο οποίος έχει πει από τον Μάιο στη Θεσσαλονίκη ότι θα συναντηθούν τον Σεπτέμβρη με τη νομοπαρασκευαστική επιτροπή του κ. Καρούζου για δεσμεύσεις από το Υπουργείο Μεταφορών. Για να δούμε, λοιπόν, πόσο μακριά θα την πάτε αυτή την υπόσχεση. Και εγώ θέλω να ρωτήσω κάτι πάρα πολύ συγκεκριμένο: Πότε θα πραγματοποιηθεί αναγκαία, κοινή, πολυμερής συνάντηση ανάμεσα στο Υπουργείο Εργασίας και το Υπουργείο Μεταφορών για να βρείτε λύσεις, κύριε Υφυπουργέ, τις οποίες ακόμα ούτε καν έχετε αγγίξει; Πρέπει να θεσπίσετε ειδικό ΚΑΔ για τη διανομή, να επιτρέψετε την έκπτωση ΦΠΑ για τα έξοδα κίνησης, να τους υπαγάγετε στη φορολογική κλίμακα των μισθωτών. Γιατί δεν τους έχετε στους μισθωτούς -δεν έχουμε καταλάβει ακόμα-, εφόσον τηρούν όλες τις προϋποθέσεις; Ξεκάθαρη, λοιπόν, νομοθετική ρύθμιση είναι αυτό που ζητάμε, κύριε Υπουργέ, αυτό που ζητάνε οι άνθρωποι. Ξέρουμε ότι δεν έχουν εμπορική δραστηριότητα, δεν έχουν εμπορική ιδιότητα, ούτε διατηρούν επαγγελματική εγκατάσταση άλλη από την κατοικία τους. Βάλτε τους στους μισθωτούς. Γιατί τους έχετε σε αυτή την αόρατη συνθήκη; Και επειδή είμαστε μπερδεμένοι πάντα με τον χρόνο, νομίζουμε ότι τελειώνει, αλλά δεν τελειώνει, να πω και το εξής. Ενσωμάτωση της Οδηγίας είπατε ότι κάνετε από το 2025. Γιατί μας παίρνει τόσο πολύ χρόνο αυτή η ενσωμάτωση;"
μπουρας κωνσταντινου αθανασιος,17/07/2026,period 20,session 3,sitting 164,νεα δημοκρατια,['μητσοτακη κυριακου(26/06/2023-19/07/2026)'],β' δυτικης αττικης,['βουλευτης'],male," Ευχαριστούμε την κυρία Κεφαλά.Κύριε Υπουργέ, έχετε τον λόγο για τη δευτερολογία σας."
καραγκουνης ανδρεα κωνσταντινος,17/07/2026,period 20,session 3,sitting 164,νεα δημοκρατια,['μητσοτακη κυριακου(26/06/2023-19/07/2026)'],αιτωλοακαρνανιας,['υφυπουργος εργασιας και κοινωνικης ασφαλισης(14/06/2024-19/07/2026)'],male," Ευχαριστώ, κύριε Πρόεδρε.Απλώς θα ήθελα να κάνω ένα σχόλιο γι’ αυτό που συζητούσαμε πριν, για την κλιματική αλλαγή και τις ρυθμίσεις τις οποίες έχουμε φέρει, καινοτόμες για την Ευρώπη. Προφανώς καταλαβαίνετε, κυρία συνάδελφε, ότι η κλιματική αλλαγή δεν ήρθε τώρα, δεν πήραμε τώρα μέτρα, τα έχουμε πάρει εδώ και αρκετά χρόνια, γιατί η κλιματική αλλαγή είναι πάρα πάρα πολλά χρόνια. Τώρα ανακαλύπτουν στην Ευρώπη πόσο προβληματικό είναι και είδατε τι χιλιάδες θύματα είχαν. Φανταστείτε -να χτυπήσω ξύλο- να γινόταν κάτι αντίστοιχο εδώ. Δεν θέλω να πω κάτι άλλο. Προφανώς, είμαστε έτοιμοι. Γι’ αυτό έχουμε φέρει αυτές τις ρυθμίσεις που είναι πολύ σημαντικές, για πρώτη φορά για τα δικαιώματα των εργαζομένων -και ευχαριστώ που μου δίνετε αυτή τη δυνατότητα να τα πούμε και σε όσους μας παρακολουθούν και εδώ στους συναδέλφους- διότι και δίνουμε τη δυνατότητα να οργανώνεται καλύτερα ο χρόνος εργασίας, και συστήνουμε τηλεργασία και εξ αποστάσεως εργασία, όταν έχουμε τόσο ακραίες συνθήκες. Και, προσέξτε, δεν το κάνουμε μόνο για τον καύσωνα αυτό. Αυτό το έτος κλείσαμε τους εξωτερικούς χώρους και τις εργασίες και βεβαίως, πάντα σε συνεργασία και με τους εργαζομένους που δουλεύουν στις ταχυμεταφορές και σε ακραίες συνθήκες με βροχή. Δεν έχει ξαναγίνει στο παρελθόν. Απλώς το λέω.Ως προς την εφαρμογή της νομοθεσίας για την υγεία και την ασφάλεια, προφανώς, πραγματοποιούνται στα καταστήματα των επιχειρήσεων -η αλήθεια είναι- όχι στον δρόμο, γιατί δεν εμπίπτει στην αρμοδιότητα της Ανεξάρτητης Αρχής και των Ειδικών Επιθεωρητών. Διότι, όπως αντιλαμβάνεστε, εκεί είναι οι διατάξεις του Κώδικα Οδικής Κυκλοφορίας. Λογικό είναι να υπάρχει η αρμοδιότητα της Αστυνομίας προς αυτή την κατεύθυνση. Πάντα, όμως, μπορούμε να συζητάμε και να βρίσκουμε λύσεις. Εγώ δεν διαφωνώ και καλόπιστα ακούω όλα αυτά τα οποία λέτε.Να πω, επίσης, ότι ο ν.4808/2021 -που το είπα νωρίτερα- δίνει για πρώτη φορά τα εξής δικαιώματα, που τώρα υπό μια έννοια είναι σε επεξεργασία, να συστήνουν οι εργαζόμενοι συνδικαλιστικές οργανώσεις, να προσέρχονται σε συλλογικές διαπραγματεύσεις, να συνάπτουν συλλογικές συμβάσεις, να απεργούν. Αυτονόητο είναι. Λέμε, όμως, τι καθορίστηκε με τον ν.4808/2021, που είναι εξαιρετικά κρίσιμο να απαιτούν από τις πλατφόρμες με τις οποίες συνεργάζονται στην τήρηση των κανόνων υγιεινής και ασφάλειας για την κάλυψη των δαπανών που σχετίζονται με την παροχή έργου, καύσιμα, προστατευτικό κράνος, έξοδα συντήρησης μεταφορικού μέσου.Έχουμε θεσπίσει το άρθρο 9 με τον ν.4961/2022, σχετικά με τις αναδυόμενες τεχνολογίες πληροφορικής. Κάθε επιχείρηση του ιδιωτικού τομέα, εφόσον χρησιμοποιεί σύστημα τεχνητής νοημοσύνης το οποίο επηρεάζει οποιαδήποτε διαδικασία λήψης απόφασης σχετικά με τους εργαζομένους -η αλγοριθμική διοίκηση και αυτά τα οποία συζητάμε τώρα με την Οδηγία- και τους υποψήφιους εργαζομένους και έχει αντίκτυπο στις συνθήκες εργασίας -την επιλογή, την πρόληψη, την αξιολόγησή τους- σε κάθε περίπτωση, πριν την πρώτη χρήση του παρέχει επαρκή, σαφή πληροφόρηση σε κάθε εργαζόμενο ή υποψήφιο εργαζόμενο, η οποία περιλαμβάνει κατ’ ελάχιστον τις παραμέτρους με τις οποίες στηρίζει τη λήψη απόφασης, με την επιφύλαξη των περιπτώσεων που προϋποθέτουν προηγούμενη ενημέρωση και διαβούλευση και διασφαλίζει την τήρηση της αρχής της ίσης μεταχείρισης, την καταπολέμηση των διακρίσεων στην απασχόληση λόγω φύλου, φυλής, χρώματος, εθνικής, εθνοτικής καταγωγής, γενεαλογικών καταβολών, θρησκευτικών ή άλλων πεποιθήσεων, αναπηρίας, χρόνιων παθήσεων, ηλικίας, οικογενειακών-κοινωνικών καταστάσεων, σεξουαλικού προσανατολισμού, ταυτότητας ή χαρακτηριστικών φύλου. Αυτά τα προβλέπει ο νόμος ήδη από το 2022 για την αλγοριθμική διοίκηση, που τώρα συζητούν στην Οδηγία και βεβαίως, είμαστε στη φάση της ενσωμάτωσης, να δούμε πώς θα προστατεύσουμε ακόμα περισσότερο τα δικαιώματα των εργαζομένων. Και θα τα συζητάμε αυτά, όταν έρθει η ώρα για την ενσωμάτωση της Οδηγίας, πάντα με καλοπιστία και με ανοιχτά αυτιά. Εξομοιώσαμε τους μισθωτούς με τους αυτοαπασχολούμενους στις πλατφόρμες διανομής, στα ζητήματα πρόνοιας, υγείας και ασφάλειας και δικαιωμάτων συλλογικής..."
μπουρας κωνσταντινου αθανασιος,17/07/2026,period 20,session 3,sitting 164,νεα δημοκρατια,['μητσοτακη κυριακου(26/06/2023-19/07/2026)'],β' δυτικης αττικης,['βουλευτης'],male," Ευχαριστούμε, κύριε Υπουργέ.Πριν προχωρήσουμε, κυρίες και κύριοι συνάδελφοι, στις επόμενες δύο και τελευταίες για σήμερα επίκαιρες ερωτήσεις, θα ήθελα να κάνω μια ανακοίνωση στο Σώμα.Κυρίες και κύριοι συνάδελφοι, θα ήθελα να σας ανακοινώσω ότι ο Βουλευτής κ. Διονύσιος-Χαράλαμπος Καλαματιανός, με την από 17 Ιουλίου 2026 επιστολή προς τον Πρόεδρο της Βουλής των Ελλήνων, μας γνωστοποιεί την ανεξαρτητοποίησή του από την Κοινοβουλευτική Ομάδα «ΣΥΡΙΖΑ-Προοδευτική Συμμαχία».Η προαναφερθείσα επιστολή κατατίθεται στα Πρακτικά της σημερινής συνεδρίασης.(Η προαναφερθείσα επιστολή καταχωρίζεται στα Πρακτικά και έχει ως εξής:"
μπουρας κωνσταντινου αθανασιος,17/07/2026,period 20,session 3,sitting 164,νεα δημοκρατια,['μητσοτακη κυριακου(26/06/2023-19/07/2026)'],β' δυτικης αττικης,['βουλευτης'],male," Και συνεχίζουμε με τις επόμενες δύο επίκαιρες ερωτήσεις, τις οποίες έχω ήδη προαναφέρει ότι θα απαντήσει ο Υφυπουργός Εθνικής Άμυνας, ο κ. Αθανάσιος Δαβάκης.Και ξεκινάμε με την τέταρτη με αριθμό 1180/6-7-2026 επίκαιρη ερώτηση του Βουλευτή Αχαΐας της Κ.Ο. ΝΙΚΗ κ. Σπυρίδωνος Τσιρώνη προς τον Υπουργό Εθνικής Άμυνας, με θέμα: «Νομική βασιμότητα και σκοπιμότητα της υποχρεωτικής επιβολής νέου τύπου αστυνομικών ταυτοτήτων στους νεοεισερχόμενους σπουδαστές των Στρατιωτικών Σχολών».Κύριε συνάδελφε, κύριε Τσιρώνη, έχετε τον λόγο για την πρωτολογία σας."
τσιρωνης μιχαηλ σπυριδων,17/07/2026,period 20,session 3,sitting 164,δημοκρατικο πατριωτικο κινημα νικη,['μητσοτακη κυριακου(26/06/2023-19/07/2026)'],αχαιας,['βουλευτης'],male," Σας ευχαριστώ πολύ, κύριε Πρόεδρε.Κύριε Υπουργέ, με πρόσφατο έγγραφο του Γραφείου Τύπου του ΓΕΕΘΑ, με τίτλο «ΑΤΥΠΗ ΕΝΗΜΕΡΩΣΗ», κοινοποιήθηκαν διευκρινιστικές οδηγίες σχετικά με το Δελτίο Αστυνομικής Ταυτότητας των επιτυχόντων σε ΑΣΕΙ-ΑΣΜΥ. Σύμφωνα με αυτό το κείμενο, οι επιτυχόντες μαθητές στις Ανώτατες Στρατιωτικές Σχολές, αλλά και Ανώτερες Στρατιωτικές Σχολές οφείλουν υποχρεωτικά κατά την ημέρα της κατάταξής τους να φέρουν Δελτίο Αστυνομικής Ταυτότητας νέου τύπου. Μάλιστα, καλούνται όσοι δεν διαθέτουν τέτοια ταυτότητα να μεριμνήσουν εγκαίρως για την έκδοσή της πριν από την κατάταξή τους.Η ξαφνική αυτή Οδηγία, η οποία εμφανίζεται ως «άτυπη ενημέρωση», έχει προκαλέσει έντονη ανησυχία, σύγχυση, αλλά και αναστάτωση τόσο στους επιτυχόντες μαθητές όσο και στις οικογένειές τους.Σας κάλεσα σήμερα να μου απαντήσετε βάσει ποιας συγκεκριμένης υπουργικής απόφασης ή επίσημης διαταγής του Αρχηγού ΓΕΕΘΑ θεσπίζεται η υποχρεωτικότητα προσκόμισης ταυτότητας νέου τύπου ειδικά για τους νεοεισερχόμενους σπουδαστές των στρατιωτικών σχολών και δεύτερον, τι μέτρα προτίθεται να λάβει το Υπουργείο σας, προκειμένου να διασφαλιστεί ότι κανένας επιτυχών σπουδαστής δεν θα αποκλειστεί από την εγγραφή του στις στρατιωτικές σχολές, εφόσον φέρει οποιοδήποτε άλλο μέσο ταυτοποίησης νόμιμο και εν ισχύ.Απλώς, η επιτυχία της επίκαιρης ερώτησης αποδείχθηκε από το γεγονός ότι μόλις χθες διακινήθηκε -πάλι, όμως, μέσω άτυπης ενημέρωσης και μέσω του Τύπου- ότι οι επιτυχόντες σπουδαστές τελικά μπορούν να προσέλθουν για την εγγραφή τους με την μπλε ταυτότητα, όπως και ήταν αναμενόμενο, νόμιμο και φυσιολογικό. Είναι και αυτό κάτι. Είναι μια επιτυχία του κοινοβουλευτικού ελέγχου.Όμως, δεν εξηγεί -και αυτό θέλω να μου απαντήσετε- την πρεμούρα της πρώτης άτυπης ενημέρωσης και γι’ αυτό θα ήθελα να μας πείτε πώς ακριβώς έγινε αυτό, με βάση ποια διαταγή ή βασισμένο σε ποιον νόμο. Και επίσης, να μας πείτε -από επίσημα χείλη πλέον και όχι από άτυπη ενημέρωση και non papers που κυκλοφορούν- από επίσημα χείλη Υφυπουργού ότι, όντως, με την παλιά τους μπλε ταυτότητα, που είναι εν ισχύ και θα είναι εν ισχύ μέχρι του χρόνου, μέχρι το 2027, μπορούν οι άνθρωποι και οι οικογένειές τους να ησυχάσουν ότι θα εισέλθουν και θα εγγραφούν στις σχολές.Ευχαριστώ πολύ."
μπουρας κωνσταντινου αθανασιος,17/07/2026,period 20,session 3,sitting 164,νεα δημοκρατια,['μητσοτακη κυριακου(26/06/2023-19/07/2026)'],β' δυτικης αττικης,['βουλευτης'],male," Και εμείς ευχαριστούμε τον κ. Τσιρώνη.Κύριε Υπουργέ, έχετε τον λόγο για την απάντησή σας."
δαβακης παναγιωτη αθανασιος,17/07/2026,period 20,session 3,sitting 164,νεα δημοκρατια,['μητσοτακη κυριακου(26/06/2023-19/07/2026)'],λακωνιας,['υφυπουργος εθνικης αμυνας(14/03/2025-19/07/2026)'],male," Ευχαριστώ, κύριε Πρόεδρε.Θα ξεκινήσω, κύριε συνάδελφε, από το ζητούμενο. Οι νέες και οι νέοι που θα καταταγούν φέτος στις στρατιωτικές σχολές θα γίνουν δεκτοί για εγγραφή με οποιοδήποτε επίσημο έγγραφο πιστοποιεί την ταυτότητά τους. Επαναλαμβάνω, οποιοδήποτε επίσημο έγγραφο πιστοποιεί την ταυτότητα των παιδιών αυτών. Αυτό, άλλωστε, ίσχυε πάντα.Συγκεκριμένα, οι στρατιωτικές σχολές διαχρονικά δέχονταν υποψηφίους ακόμα και αν είχαν χάσει την αστυνομική ταυτότητα, όπως προφανώς γνωρίζετε, είτε με κάποιο έγγραφο που πιστοποιούσε την ταυτότητά τους, διαβατήριο και οτιδήποτε άλλο επίσημο έγγραφο.Αυτό που ανακοίνωσε το Γενικού Επιτελείο Εθνικής Άμυνας είναι η αντανάκλαση της υποχρέωσης που έχουν όλοι οι στρατιωτικοί βάσει του νόμου να αποκτήσουν τις νέες ταυτότητες μέχρι τον Αύγουστο του 2026. Αυτό δεν σημαίνει, όμως, ότι για την ταυτοποίηση δεν θα δεχόμαστε και οποιοδήποτε άλλο έγγραφο μπορεί να πιστοποιήσει, όπως σας είπα, την ταυτότητα των παιδιών.Σας ευχαριστώ."
μπουρας κωνσταντινου αθανασιος,17/07/2026,period 20,session 3,sitting 164,νεα δημοκρατια,['μητσοτακη κυριακου(26/06/2023-19/07/2026)'],β' δυτικης αττικης,['βουλευτης'],male," Ευχαριστούμε, κύριε Υπουργέ.Κύριε Τσιρώνη, ο λόγος σε εσάς για τη δευτερολογία σας."
τσιρωνης μιχαηλ σπυριδων,17/07/2026,period 20,session 3,sitting 164,δημοκρατικο πατριωτικο κινημα νικη,['μητσοτακη κυριακου(26/06/2023-19/07/2026)'],αχαιας,['βουλευτης'],male," Κύριε Υπουργέ, χαίρομαι που από επίσημα χείλη και όχι από non papers και άτυπες ενημερώσεις τα παιδιά αυτά θα μπορέσουν να εγγραφούν κανονικά στις σχολές.Είμαι σίγουρος ότι γνωρίζετε ότι τη στιγμή που μιλάμε τώρα, η υπόθεση της υποχρεωτικότητας του Προσωπικού Αριθμού και κατ’ επέκταση, η αναγραφή του στις νέες ταυτότητες και η αποθήκευσή του στο RFID chip το οποίο περιέχουν, βρίσκεται στο Συμβούλιο της Επικρατείας.Η πλειοψηφία των Ελλήνων πολιτών δεν έχει αποδεχτεί τον Προσωπικό Αριθμό, ο οποίος φανερά και αυθαίρετα μετατρέπει τη νέα ηλεκτρονική ταυτότητα από μέσο ταυτοποίησης, το οποίο ζητάτε εσείς, σε κάρτα δικαιωμάτων του πολίτη.Βέβαια, δεν έχω ούτε τον χρόνο να σας εξηγήσω την τεράστια διαφορά του ενός από το άλλο ούτε είναι και το θέμα της ερώτησής μου. Όμως, ένα είναι το σίγουρο, ότι η πλειοψηφία τόσο των Ελλήνων όσο και των Ευρωπαίων πολιτών έχει καταλάβει ότι άπτεται της ιδιωτικότητας και της υπεράσπισης βασικών ατομικών ελευθεριών. Αφού, όμως, λύσαμε το πρώτο θέμα της ερώτησής μου, θα σας πω ότι έχουμε έρθει σε επικοινωνία με τεράστιο αριθμό νεοεισερχομένων -αυτοί έχουν έρθει σε επικοινωνία με εμάς γνωρίζοντας τι κάνει η Νίκη για τα θέματα αυτά- και με υψηλόβαθμους αξιωματικούς και στα Σώματα Ασφαλείας, όπως το Λιμενικό, την Αστυνομία, την Πυροσβεστική, αλλά και τις Ένοπλες Δυνάμεις, οι οποίοι είναι έτοιμοι ακόμα και να παραιτηθούν. Επαναλαμβάνω, κύριε Υπουργέ, ότι είναι έτοιμοι ακόμα και να παραιτηθούν στην περίπτωση της υποχρεωτικότητας του προσωπικού αριθμού στις νέες ταυτότητες. Μάλιστα, μπορώ να πω με βεβαιότητα ότι όσο πιο επίλεκτο είναι το τμήμα των Ενόπλων Δυνάμεων, τόσο το ποσοστό αυτό ανεβαίνει, κάτι που δεν είναι τυχαίο.Εκφράζονται ανησυχίες από στρατιωτικούς σχετικά με την έκδοση αυτής της νέας ταυτότητας. Η στρατιωτική υπηρεσία δεν έχει κανένα δικαίωμα να παρεμβαίνει στις ιδιωτικές έννομες σχέσεις των στρατιωτικών, όταν αυτοί ενεργούν ως φυσικά πρόσωπα. Δεν νομιμοποιείται η υπηρεσία χωρίς ειδική νομοθετική πρόβλεψη να εκδίδει διαταγές με τις οποίες να ζητά πληροφορίες, να συλλέγει ή να τηρεί αρχεία για το αν τα στελέχη -άκουσον άκουσον!- έκλεισαν ραντεβού για νέα ταυτότητα ή πότε θα επιλέξουν να το πράξουν. Κάτι τέτοιο θα παραβίαζε το άρθρο 9Α του Συντάγματος, αλλά και τον Γενικό Κανονισμό Προσωπικών Δεδομένων. Κύριε Υπουργέ, είναι λογικό και αναμενόμενο, κάτι που σας είπα, οι άνθρωποι που καλούνται να υπερασπιστούν την ελευθερία της χώρας να έχουν απόλυτη ευαισθησία για την προφύλαξη τόσο της ιδιωτικότητάς τους όσο και της ατομικής τους ελευθερίας. Άλλωστε, ως Έλληνες έχουμε στο DNA μας αυτό το χάρισμα, το οποίο ενεργοποιείται όταν κάποιος προσπαθεί, έστω και με ύπουλο τρόπο, να πάρει κομμάτι της ελευθερίας μας.Από αυτό το έδρανο, λοιπόν, θέλω να πω συγχαρητήρια σε όλους αυτούς που αγωνίζονται για να μην κλειστούμε σε αυτή την ψηφιακή φυλακή, σε αυτόν τον νέο ψηφιακό ολοκληρωτισμό που έρχεται -είτε το καταλαβαίνετε και το αποδέχεστε είτε όχι, γιατί όλοι υπηρετείτε από ξένα κέντρα το συγκεκριμένο- και να τους υποσχεθώ για μία ακόμη φορά ότι η Νίκη είναι στις επάλξεις αυτού του αγώνα και ότι μαζί θα πάμε ως το τέλος για να διατηρηθεί η ανθρώπινη αξιοπρέπεια. Κλείνοντας, κύριε Υπουργέ, θα ήθελα να σας πω ότι η Κυβέρνηση εδώ και έναν χρόνο έχει θέσει τα στελέχη των Ενόπλων Δυνάμεων και των Σωμάτων Ασφαλείας σε μια ακατανόητη δοκιμασία με αυτό το θέμα. Δεν είναι καιρός για νέους διχασμούς και οι γεωπολιτικοί καιροί είναι επικίνδυνοι. Την Τρίτη ανακοινώθηκε η παράταση της ισχύος των ταυτοτήτων μέχρι τον Σεπτέμβριο του 2027. Αναμένουμε από τα επίσημα χείλη του Υπουργού Εθνικής Άμυνας να ξεκαθαρίσει άμεσα αν οι υπηρεσιακές ταυτότητες των στελεχών των Ενόπλων Δυνάμεων θα παραταθούν και αυτές έως το 2027, όπως όλων των Ελλήνων πολιτών. Το θέμα είναι πολύ απλό, ζητούν την ισονομία. Ευχαριστώ πολύ."
μπουρας κωνσταντινου αθανασιος,17/07/2026,period 20,session 3,sitting 164,νεα δημοκρατια,['μητσοτακη κυριακου(26/06/2023-19/07/2026)'],β' δυτικης αττικης,['βουλευτης'],male," Κι εμείς ευχαριστούμε τον κ. Τσιρώνη. Κύριε Υπουργέ, έχετε τον λόγο για τη δευτερολογία σας."
